Transaction ID,Product,Quantity,Unit Price (INR),Sales Date,Customer Name,City,State,Country,Sales Channel,Payment Type,Total Sale (INR)
TX0717,Laptop,6,12348,2023-11-19,Dhanuk Bhatnagar,Navi Mumbai,Meghalaya,India,Store,Credit Card,74088
TX0718,Headphones,4,18979,2024-03-31,Zoya Kala,Bharatpur,Tamil Nadu,India,Direct,Credit Card,75916
TX0719,Smartphone,1,6243,2024-07-29,Eshani Bhakta,Gurgaon,Manipur,India,Online,Credit Card,6243
TX0720,Desktop PC,1,13423,2024-05-22,Tejas Kadakia,Dewas,Chhattisgarh,India,Online,Credit Card,13423
TX0721,Smartwatch,2,4855,2024-09-07,Aayush Varkey,Jamalpur,Bihar,India,Direct,Cash,9710
TX0722,Headphones,3,2609,2024-02-22,Aarav Khatri,Chandigarh,Telangana,India,Online,UPI,7827
TX0723,Desktop PC,1,14204,2024-01-13,Misha Arya,Sambhal,Rajasthan,India,Online,Credit Card,14204
TX0724,E-Reader,3,12484,2024-03-17,Dhanush Sharma,Guntur,Tamil Nadu,India,Store,Net Banking,37452
TX0725,Headphones,3,14012,2023-11-10,Riya Din,Kolkata,Haryana,India,Direct,Credit Card,42036
TX0726,Smartphone,7,18822,2023-12-29,Anahi Sanghvi,Ghaziabad,Uttarakhand,India,Online,Credit Card,131754
TX0727,Smartphone,8,13998,2024-06-03,Sumer Talwar,Howrah,Odisha,India,Store,Credit Card,111984
TX0728,Smartphone,9,16823,2024-04-30,Indranil Desai,Shahjahanpur,Sikkim,India,Store,Credit Card,151407
TX0729,External Hard Drive,9,8334,2024-01-02,Bhavin Sachdeva,Solapur,West Bengal,India,Store,Credit Card,75006
TX0730,Printer,3,8348,2024-07-08,Kiaan Rama,Kulti,Uttarakhand,India,Store,Net Banking,25044
TX0731,Headphones,5,15200,2024-07-21,Alisha Thaman,Buxar,Arunachal Pradesh,India,Online,Cash,76000
TX0732,Tablet,8,2080,2023-09-25,Jiya Dewan,Bhubaneswar,Maharashtra,India,Direct,Cash,16640
TX0733,Smartwatch,8,4558,2023-12-25,Shamik Saraf,Srikakulam,Haryana,India,Online,Debit Card,36464
TX0734,Desktop PC,6,11350,2024-07-10,Yashvi Bansal,Hubli–Dharwad,Meghalaya,India,Store,UPI,68100
TX0735,E-Reader,8,17316,2024-06-25,Madhav Chokshi,Solapur,Telangana,India,Online,Credit Card,138528
TX0736,Laptop,3,11886,2024-03-29,Jiya Vora,Buxar,Odisha,India,Online,Credit Card,35658
TX0737,Smartphone,5,14876,2024-04-03,Farhan Goyal,Dehradun,Andhra Pradesh,India,Store,Net Banking,74380
TX0738,Headphones,2,12107,2023-11-14,Sumer Dar,Eluru,Nagaland,India,Direct,Credit Card,24214
TX0739,Printer,2,6789,2024-08-30,Chirag Lad,Muzaffarnagar,Assam,India,Direct,Credit Card,13578
TX0740,External Hard Drive,2,2602,2024-09-22,Aaina Kota,Meerut,Sikkim,India,Direct,Debit Card,5204
TX0741,Smartwatch,8,7522,2024-05-28,Tejas Dewan,Noida,Nagaland,India,Direct,Cash,60176
TX0742,Tablet,1,10824,2024-08-02,Onkar Badal,Jamshedpur,Gujarat,India,Direct,Net Banking,10824
TX0743,Tablet,1,7250,2024-06-09,Ranbir Sood,Chennai,Kerala,India,Online,Net Banking,7250
TX0744,Printer,3,8382,2024-09-12,Piya Sagar,Ambarnath,Tamil Nadu,India,Online,Cash,25146
TX0745,Smartphone,2,14569,2024-09-18,Samaira Barad,Muzaffarpur,Rajasthan,India,Online,Cash,29138
TX0746,Laptop,5,4341,2024-06-02,Neysa Dubey,Bhilwara,Nagaland,India,Store,Debit Card,21705
TX0747,Laptop,7,5477,2024-07-18,Aaryahi Sem,Danapur,Uttar Pradesh,India,Store,Net Banking,38339
TX0748,Laptop,1,2107,2024-05-11,Vanya Gour,Kochi,Jharkhand,India,Direct,UPI,2107
TX0749,Tablet,7,10696,2023-09-29,Aarna Goda,Rajkot,Tripura,India,Direct,Cash,74872
TX0750,Camera,7,6933,2024-04-25,Sana Raju,Lucknow,Nagaland,India,Online,Net Banking,48531
TX0751,External Hard Drive,3,7113,2024-05-09,Trisha Bora,Bhiwani,Maharashtra,India,Direct,Net Banking,21339
TX0752,E-Reader,9,7145,2024-04-30,Samar Roy,Guntakal,Odisha,India,Direct,Cash,64305
TX0753,Laptop,7,18652,2024-09-14,Hridaan Chana,Jalandhar,Mizoram,India,Store,Debit Card,130564
TX0754,External Hard Drive,7,17924,2023-12-25,Aaina Biswas,Kozhikode,Uttar Pradesh,India,Online,Credit Card,125468
TX0755,E-Reader,6,10957,2024-03-24,Riya Kurian,Kavali,Manipur,India,Direct,Debit Card,65742
TX0756,Headphones,3,2073,2024-09-08,Romil Andra,Avadi,West Bengal,India,Direct,Cash,6219
TX0757,Headphones,6,13146,2024-02-02,Shamik Sami,Gulbarga,Rajasthan,India,Direct,Net Banking,78876
TX0758,Laptop,1,8728,2023-10-01,Kavya Shan,Sambalpur,Manipur,India,Direct,UPI,8728
TX0759,Smartphone,4,6570,2024-01-06,Navya Sami,Salem,Karnataka,India,Online,UPI,26280
TX0760,E-Reader,8,3375,2024-06-12,Anvi Dutta,Howrah,Uttarakhand,India,Online,Cash,27000
TX0761,Smartwatch,1,10030,2024-04-11,Amani Garg,Visakhapatnam,Himachal Pradesh,India,Store,Debit Card,10030
TX0762,Printer,5,6862,2024-08-18,Gatik Gera,Kulti,West Bengal,India,Store,UPI,34310
TX0763,Headphones,2,5301,2024-06-30,Hridaan Tella,Dhanbad,Haryana,India,Store,Cash,10602
TX0764,Headphones,4,4342,2023-12-30,Saira Bedi,Bulandshahr,Punjab,India,Store,Net Banking,17368
TX0765,Headphones,6,19584,2024-02-20,Shamik Date,Vijayawada,Uttarakhand,India,Online,UPI,117504
TX0766,Tablet,8,18902,2024-04-23,Tushar Dewan,Bidhannagar,Bihar,India,Store,Credit Card,151216
TX0767,Smartwatch,7,15254,2024-04-16,Pari Vyas,Ambattur,Chhattisgarh,India,Online,Credit Card,106778
TX0768,Tablet,3,19015,2024-03-13,Vaibhav Kanda,Ambarnath,Tripura,India,Direct,Net Banking,57045
TX0769,Smartphone,8,16703,2023-12-18,Ivan Khosla,Vellore,Karnataka,India,Store,Net Banking,133624
TX0770,E-Reader,4,11407,2023-10-01,Yakshit Tata,Ludhiana,Uttarakhand,India,Online,Cash,45628
TX0771,Tablet,5,19685,2024-04-11,Piya Agarwal,Raichur,Andhra Pradesh,India,Store,Net Banking,98425
TX0772,Tablet,8,2814,2024-07-05,Lagan Gola,Phusro,Sikkim,India,Direct,Cash,22512
TX0773,Headphones,1,11984,2024-03-17,Ira Kalla,Bhusawal,Madhya Pradesh,India,Direct,Debit Card,11984
TX0774,Desktop PC,1,13990,2024-06-13,Raunak Chahal,Gwalior,Manipur,India,Store,UPI,13990
TX0775,Laptop,2,13930,2023-12-07,Rati Sarraf,Amravati,Mizoram,India,Online,Credit Card,27860
TX0776,External Hard Drive,9,14628,2024-08-30,Amira Rajagopal,Amravati,Mizoram,India,Direct,UPI,131652
TX0777,Smartwatch,4,9399,2024-09-19,Nayantara Agate,Srinagar,Tripura,India,Store,UPI,37596
TX0778,Smartphone,6,7666,2024-01-25,Jivika Ramesh,Dewas,Arunachal Pradesh,India,Store,Credit Card,45996
TX0779,Laptop,1,13118,2024-09-08,Shayak Walla,South Dumdum,Uttar Pradesh,India,Store,Cash,13118
TX0780,External Hard Drive,2,3609,2024-05-18,Priyansh Loke,Nagpur,Kerala,India,Direct,Net Banking,7218
TX0781,Printer,2,13592,2024-01-02,Amira Zacharia,Erode,Sikkim,India,Direct,Cash,27184
TX0782,Tablet,4,17956,2023-09-25,Oorja Koshy,Buxar,Nagaland,India,Direct,Net Banking,71824
TX0783,Laptop,8,19303,2024-03-08,Rhea Dey,Eluru,Nagaland,India,Direct,Debit Card,154424
TX0784,Camera,4,11515,2023-10-21,Vidur Singh,Barasat,Uttarakhand,India,Store,Debit Card,46060
TX0785,External Hard Drive,8,10106,2024-03-25,Dhanuk Jha,Bhiwani,Kerala,India,Store,UPI,80848
TX0786,External Hard Drive,1,2653,2023-12-22,Chirag Tara,Khora ,West Bengal,India,Store,Net Banking,2653
TX0787,Camera,3,2504,2023-10-17,Farhan Tiwari,Jalandhar,Madhya Pradesh,India,Online,Credit Card,7512
TX0788,Camera,5,2367,2024-03-23,Tejas Kata,Durg,Maharashtra,India,Direct,Debit Card,11835
TX0789,Desktop PC,5,11209,2024-06-06,Sana Kannan,Avadi,Madhya Pradesh,India,Store,Credit Card,56045
TX0790,Printer,7,2997,2024-01-29,Shlok Dutt,Bhalswa Jahangir Pur,Karnataka,India,Direct,Debit Card,20979
TX0791,External Hard Drive,1,7958,2024-08-27,Aarna Anne,Ambattur,Gujarat,India,Store,Credit Card,7958
TX0792,Laptop,2,15737,2024-08-03,Vidur Mand,Tiruvottiyur,Odisha,India,Online,Credit Card,31474
TX0793,External Hard Drive,8,15349,2024-05-21,Mishti Handa,Panihati,Arunachal Pradesh,India,Online,Cash,122792
TX0794,Tablet,7,14294,2024-09-23,Hunar Karpe,Ongole,Sikkim,India,Online,UPI,100058
TX0795,Camera,6,7123,2024-02-05,Himmat Varma,Shimoga,Gujarat,India,Store,Debit Card,42738
TX0796,External Hard Drive,6,16411,2024-06-30,Arhaan Thakur,Allahabad,Uttarakhand,India,Store,Credit Card,98466
TX0797,Desktop PC,8,8222,2024-04-23,Devansh Kalla,Gandhinagar,Telangana,India,Store,Credit Card,65776
TX0798,E-Reader,4,7402,2024-05-01,Dhanush Dhar,Jalgaon,Assam,India,Store,Debit Card,29608
TX0799,Tablet,7,8911,2023-12-09,Indrans Hayer,Belgaum,Odisha,India,Direct,Cash,62377
TX0800,External Hard Drive,9,3588,2024-02-10,Drishya Ramesh,Varanasi,Himachal Pradesh,India,Online,UPI,32292
TX0801,Laptop,9,7009,2024-05-13,Trisha Mani,Khora ,Assam,India,Online,Cash,63081
TX0802,Headphones,3,7308,2024-02-08,Farhan Lad,Karawal Nagar,Punjab,India,Direct,Debit Card,21924
TX0803,E-Reader,2,2969,2024-08-07,Sumer Yogi,Faridabad,Maharashtra,India,Online,Net Banking,5938
TX0804,Smartwatch,1,14387,2023-12-17,Shayak Deol,Ongole,Mizoram,India,Store,Net Banking,14387
TX0805,Tablet,9,15209,2023-10-14,Zara Sule,Barasat,Uttarakhand,India,Online,Net Banking,136881
TX0806,Desktop PC,8,18947,2024-01-09,Kiara Sheth,Ajmer,Manipur,India,Direct,UPI,151576
TX0807,Laptop,8,10527,2024-03-30,Rohan Madan,Thrissur,Kerala,India,Direct,Credit Card,84216
TX0808,Camera,1,4289,2024-06-04,Alia Hora,Singrauli,Telangana,India,Direct,Net Banking,4289
TX0809,Tablet,5,12677,2024-08-10,Vritika Rastogi,Tenali,Uttar Pradesh,India,Direct,Credit Card,63385
TX0810,Tablet,9,5863,2023-10-20,Lakshay Manne,Raebareli,Tamil Nadu,India,Store,Net Banking,52767
TX0811,Laptop,1,7100,2024-08-05,Anvi Dass,Malegaon,Assam,India,Direct,Debit Card,7100
TX0812,Headphones,5,18358,2024-05-10,Krish Venkataraman,Pune,West Bengal,India,Store,UPI,91790
TX0813,Smartwatch,6,9531,2023-09-27,Ranbir Din,Ludhiana,Manipur,India,Direct,Net Banking,57186
TX0814,Camera,8,8763,2024-04-24,Hansh Bir,Chinsurah,Meghalaya,India,Direct,Credit Card,70104
TX0815,Tablet,3,19942,2023-11-03,Tara Jhaveri,Surat,Chhattisgarh,India,Online,Cash,59826
TX0816,External Hard Drive,5,3372,2024-05-28,Shayak Raju,Mahbubnagar,Kerala,India,Direct,Debit Card,16860
TX0817,Smartphone,8,6078,2024-04-28,Zara Brahmbhatt,Rohtak,Gujarat,India,Store,UPI,48624
TX0818,Camera,6,9211,2024-09-19,Saksham Gopal,Faridabad,Tripura,India,Direct,Net Banking,55266
TX0819,Laptop,1,2909,2023-10-29,Madhup Rau,Muzaffarnagar,Uttar Pradesh,India,Store,Debit Card,2909
TX0820,Laptop,5,19613,2024-05-29,Ehsaan Divan,Buxar,Sikkim,India,Direct,Debit Card,98065
TX0821,External Hard Drive,5,9592,2023-10-24,Chirag Sandhu,Gandhinagar,Arunachal Pradesh,India,Direct,Debit Card,47960
TX0822,Smartwatch,1,8781,2024-07-25,Faiyaz Talwar,Kottayam,Uttar Pradesh,India,Store,UPI,8781
TX0823,Printer,3,10670,2023-11-30,Heer Din,Pallavaram,Jharkhand,India,Direct,Debit Card,32010
TX0824,Tablet,6,12002,2024-04-14,Arnav Krishnamurthy,Bhilwara,Meghalaya,India,Store,Cash,72012
TX0825,Tablet,6,10944,2024-04-25,Faiyaz Dewan,Silchar,Punjab,India,Store,Net Banking,65664
TX0826,Smartphone,4,7250,2024-06-11,Mohanlal Sachdeva,Eluru,Himachal Pradesh,India,Store,UPI,29000
TX0827,Smartphone,1,18411,2024-06-29,Saira Srinivas,Katihar,Meghalaya,India,Store,Debit Card,18411
TX0828,Tablet,1,18776,2023-12-14,Jayan Sodhi,Patna,Maharashtra,India,Direct,Credit Card,18776
TX0829,Camera,2,5819,2024-09-02,Vedika Maharaj,Bhimavaram,Kerala,India,Store,Cash,11638
TX0830,Laptop,3,7683,2024-05-14,Jayan Kota,North Dumdum,Jharkhand,India,Store,Cash,23049
TX0831,External Hard Drive,2,2215,2024-07-08,Khushi Sangha,Bhilai,Meghalaya,India,Direct,UPI,4430
TX0832,Smartphone,1,13071,2024-07-20,Piya Gopal,Bhimavaram,Jharkhand,India,Store,Credit Card,13071
TX0833,Printer,2,16861,2024-01-21,Piya Halder,Sri Ganganagar,Tamil Nadu,India,Direct,Credit Card,33722
TX0834,Smartphone,7,13100,2024-04-04,Nitara Bhalla,Loni,Rajasthan,India,Store,Debit Card,91700
TX0835,Printer,4,9922,2024-03-10,Jiya Thaman,Farrukhabad,Arunachal Pradesh,India,Online,Credit Card,39688
TX0836,External Hard Drive,5,6746,2024-01-23,Umang Khosla,Guwahati,West Bengal,India,Online,UPI,33730
TX0837,Tablet,4,14562,2024-08-08,Abram Dada,Kozhikode,Tamil Nadu,India,Direct,UPI,58248
TX0838,Laptop,7,5556,2024-08-06,Pihu Bajaj,Bettiah,Manipur,India,Online,Debit Card,38892
TX0839,Camera,5,6215,2024-09-12,Bhamini Varty,Bangalore,Tamil Nadu,India,Store,Cash,31075
TX0840,Tablet,3,13977,2023-10-16,Shray Halder,Bhiwani,Manipur,India,Online,Cash,41931
TX0841,Smartphone,4,17086,2023-11-20,Aaryahi Dass,Mathura,Assam,India,Direct,Cash,68344
TX0842,Laptop,7,5469,2024-07-13,Jhanvi Kanda,Tumkur,Nagaland,India,Online,Net Banking,38283
TX0843,Laptop,4,9692,2024-04-14,Shalv Shan,Moradabad,Tripura,India,Online,Cash,38768
TX0844,Camera,4,14957,2023-12-24,Neysa Sengupta,Mirzapur,Tripura,India,Direct,Net Banking,59828
TX0845,Camera,9,2077,2024-01-12,Saksham Chacko,Kollam,Tripura,India,Store,Debit Card,18693
TX0846,Tablet,2,6796,2024-06-23,Jayan Dhar,Saharsa,Madhya Pradesh,India,Store,Net Banking,13592
TX0847,Smartwatch,4,2588,2024-02-22,Vardaniya Mani,Kirari Suleman Nagar,Himachal Pradesh,India,Store,Debit Card,10352
TX0848,Printer,4,15541,2024-01-25,Vardaniya Bakshi,Ozhukarai,Rajasthan,India,Online,Net Banking,62164
TX0849,Smartwatch,2,17469,2023-09-25,Samarth Tak,Ahmednagar,Andhra Pradesh,India,Online,Net Banking,34938
TX0850,Printer,6,17852,2024-08-21,Ojas Mangal,Kadapa,Andhra Pradesh,India,Store,Credit Card,107112
TX0851,Camera,4,12097,2023-10-22,Sumer Chhabra,Korba,Meghalaya,India,Store,Net Banking,48388
TX0852,E-Reader,7,14091,2023-12-02,Sumer Bandi,Ambarnath,Uttar Pradesh,India,Store,Credit Card,98637
TX0853,Headphones,5,8799,2024-05-20,Dhruv Rajagopalan,Tiruppur,Arunachal Pradesh,India,Online,UPI,43995
TX0854,Headphones,9,16774,2024-02-12,Ayesha Jhaveri,Tezpur,Jharkhand,India,Direct,UPI,150966
TX0855,Laptop,6,6768,2023-11-01,Ira Ratti,Ranchi,Sikkim,India,Store,UPI,40608
TX0856,Smartphone,8,13984,2024-07-13,Anika Chakrabarti,Munger,Maharashtra,India,Store,Credit Card,111872
TX0857,Laptop,2,7106,2024-09-03,Shanaya Yogi,Bhiwandi,West Bengal,India,Store,Credit Card,14212
TX0858,Camera,9,8515,2024-02-05,Eshani Bassi,Begusarai,Manipur,India,Direct,Cash,76635
TX0859,Smartphone,3,11330,2024-04-07,Armaan Garde,Kharagpur,Assam,India,Direct,UPI,33990
TX0860,Desktop PC,1,17729,2024-04-14,Adira Roy,Khora ,Manipur,India,Direct,Debit Card,17729
TX0861,E-Reader,1,14299,2024-07-20,Nirvaan Dubey,Mysore,Tripura,India,Direct,Credit Card,14299
TX0862,Laptop,5,4319,2024-08-08,Yuvraj  Lanka,Rajkot,Jharkhand,India,Store,UPI,21595
TX0863,E-Reader,3,15593,2024-05-07,Divij Soman,Bangalore,Karnataka,India,Store,Cash,46779
TX0864,Smartwatch,2,16289,2023-12-08,Vidur Comar,Bettiah,West Bengal,India,Store,Debit Card,32578
TX0865,Smartphone,3,19146,2024-07-04,Shayak Chawla,Bongaigaon,Jharkhand,India,Online,Credit Card,57438
TX0866,Smartphone,3,2859,2024-06-17,Manikya Buch,Dindigul,Chhattisgarh,India,Direct,Credit Card,8577
TX0867,Printer,4,14764,2024-05-07,Adira Koshy,Amaravati,Rajasthan,India,Direct,Credit Card,59056
TX0868,Laptop,5,16955,2024-03-28,Miraya Khanna,Belgaum,Telangana,India,Direct,Debit Card,84775
TX0869,Laptop,8,7876,2023-11-02,Vanya Grewal,Tadepalligudem,Jharkhand,India,Store,Net Banking,63008
TX0870,Headphones,6,7878,2024-07-15,Parinaaz Brahmbhatt,Erode,Nagaland,India,Store,Net Banking,47268
TX0871,Camera,2,14681,2024-06-04,Shray Bhatt,Jalgaon,West Bengal,India,Online,UPI,29362
TX0872,E-Reader,4,19270,2024-04-12,Aniruddh Amble,North Dumdum,Chhattisgarh,India,Online,UPI,77080
TX0873,Printer,2,12010,2023-11-23,Kavya Sagar,Kharagpur,Tripura,India,Store,Cash,24020
TX0874,Smartwatch,1,16471,2024-02-09,Nakul Jani,Ghaziabad,Telangana,India,Direct,Debit Card,16471
TX0875,Desktop PC,2,11654,2024-07-12,Ehsaan Halder,Guna,Haryana,India,Store,UPI,23308
TX0876,Tablet,5,17186,2023-10-14,Hrishita Hayer,Jamalpur,Gujarat,India,Online,Cash,85930
TX0877,Tablet,1,19739,2024-03-26,Khushi Kala,Mango,Meghalaya,India,Online,Net Banking,19739
TX0878,Camera,3,8457,2024-06-25,Ishaan Sangha,Raipur,Meghalaya,India,Direct,Cash,25371
TX0879,Smartphone,2,12509,2024-05-13,Ela Bumb,Thrissur,Assam,India,Store,UPI,25018
TX0880,Tablet,4,19352,2024-03-26,Ojas Thaker,Chennai,Chhattisgarh,India,Direct,Debit Card,77408
TX0881,External Hard Drive,2,2232,2024-04-18,Seher Rattan,Alwar,West Bengal,India,Store,UPI,4464
TX0882,Tablet,5,9954,2023-12-27,Kabir Dugal,Siwan,Rajasthan,India,Store,Debit Card,49770
TX0883,Camera,8,11931,2023-10-18,Devansh Ramakrishnan,Nizamabad,Maharashtra,India,Online,UPI,95448
TX0884,Headphones,6,15126,2024-03-09,Aradhya Chadha,Machilipatnam,Bihar,India,Direct,Cash,90756
TX0885,Smartwatch,7,13822,2024-09-11,Lakshay Vasa,Bikaner,Punjab,India,Online,Credit Card,96754
TX0886,Smartphone,3,17926,2024-05-24,Adah Swamy,Tezpur,Mizoram,India,Direct,Net Banking,53778
TX0887,E-Reader,6,2043,2024-09-10,Aaina Maharaj,Bangalore,Haryana,India,Direct,UPI,12258
TX0888,Printer,3,10769,2024-05-26,Kiaan Sahni,Baranagar,Bihar,India,Direct,Cash,32307
TX0889,Printer,3,14645,2024-04-21,Nitara Kari,Purnia,Karnataka,India,Online,Credit Card,43935
TX0890,E-Reader,2,16598,2024-02-14,Bhavin Behl,Nangloi Jat,Meghalaya,India,Direct,Debit Card,33196
TX0891,Laptop,4,5244,2023-11-05,Bhamini Rana,Katni,Karnataka,India,Store,Debit Card,20976
TX0892,External Hard Drive,9,2515,2024-05-12,Kaira Agarwal,Amaravati,Madhya Pradesh,India,Store,Net Banking,22635
TX0893,Camera,4,12747,2024-05-20,Veer Gupta,Naihati,Himachal Pradesh,India,Store,Cash,50988
TX0894,Smartwatch,1,7414,2023-12-05,Shayak Warrior,Varanasi,Jharkhand,India,Direct,UPI,7414
TX0895,External Hard Drive,8,8096,2024-07-02,Samar Chana,Saharanpur,Goa,India,Online,UPI,64768
TX0896,Printer,4,13698,2024-07-30,Tarini Agate,Rewa,Himachal Pradesh,India,Direct,Cash,54792
TX0897,Printer,9,10333,2024-08-12,Damini Gala,Mau,Kerala,India,Direct,UPI,92997
TX0898,Camera,3,7974,2024-07-17,Kashvi Talwar,Thoothukudi,Nagaland,India,Online,UPI,23922
TX0899,External Hard Drive,5,11047,2024-03-31,Ira Khanna,Tezpur,Tamil Nadu,India,Online,Net Banking,55235
TX0900,Printer,4,10997,2023-11-02,Dhruv Vyas,Chapra,West Bengal,India,Store,Cash,43988
TX0901,Smartwatch,2,14125,2024-02-23,Rati Gupta,Kamarhati,Manipur,India,Direct,Cash,28250
TX0902,Laptop,7,14013,2024-03-14,Ayesha Mani,Sagar,Chhattisgarh,India,Store,Net Banking,98091
TX0903,External Hard Drive,6,6054,2024-07-04,Advika Sibal,Kulti,Odisha,India,Online,Debit Card,36324
TX0904,External Hard Drive,9,6614,2024-07-03,Biju Bobal,Pune,Assam,India,Store,Debit Card,59526
TX0905,Tablet,5,5529,2024-02-19,Samarth Rama,Vijayawada,Bihar,India,Store,Cash,27645
TX0906,Smartwatch,4,16810,2024-05-24,Aarav Chander,Mango,Chhattisgarh,India,Store,UPI,67240
TX0907,Tablet,7,6272,2024-05-26,Ishita Bahri,Raiganj,Odisha,India,Store,Debit Card,43904
TX0908,Smartphone,6,8991,2024-07-01,Shlok Tiwari,Saharanpur,Uttarakhand,India,Store,Net Banking,53946
TX0909,Printer,4,15713,2024-07-29,Nitara Karan,Eluru,Uttarakhand,India,Direct,Cash,62852
TX0910,Smartwatch,8,13073,2024-07-04,Lakshit Shan,Shimla,Jharkhand,India,Store,Cash,104584
TX0911,Laptop,9,7531,2023-12-27,Azad Mammen,Tiruvottiyur,Kerala,India,Store,Debit Card,67779
TX0912,Printer,9,19315,2024-04-06,Mehul Ravi,Bhilai,Tripura,India,Online,UPI,173835
TX0913,Camera,4,12505,2024-03-07,Bhavin Bains,Pune,Bihar,India,Store,Credit Card,50020
TX0914,Smartphone,8,15033,2024-01-30,Tanya Shah,Ujjain,Uttarakhand,India,Direct,UPI,120264
TX0915,Laptop,9,10205,2023-12-26,Saksham Yohannan,Ranchi,Kerala,India,Online,Credit Card,91845
TX0916,Tablet,6,15272,2023-11-02,Riya Bedi,Bellary,Himachal Pradesh,India,Direct,Debit Card,91632
TX0917,Laptop,8,3323,2024-07-27,Kaira Sarna,Kirari Suleman Nagar,Chhattisgarh,India,Online,Net Banking,26584
TX0918,Printer,3,3268,2024-09-10,Arnav Dhawan,Pimpri-Chinchwad,Sikkim,India,Direct,Cash,9804
TX0919,Smartwatch,8,12709,2024-03-12,Taimur Devi,Machilipatnam,West Bengal,India,Store,Cash,101672
TX0920,Smartwatch,9,13766,2023-11-05,Adira Lanka,Mango,Sikkim,India,Online,UPI,123894
TX0921,E-Reader,1,3348,2024-04-12,Kismat Korpal,Mysore,Nagaland,India,Store,Net Banking,3348
TX0922,Camera,8,3125,2024-02-28,Emir Tata,Singrauli,Karnataka,India,Direct,Debit Card,25000
TX0923,Printer,5,17848,2023-10-18,Gokul Chaudhry,Nadiad,Manipur,India,Direct,Net Banking,89240
TX0924,Laptop,9,6722,2024-01-20,Nitya Ganesh,Naihati,Assam,India,Online,Net Banking,60498
TX0925,Printer,5,9970,2023-12-15,Raghav Dayal,Pallavaram,Odisha,India,Online,Debit Card,49850
TX0926,E-Reader,5,10617,2024-03-15,Siya Kade,Ballia,Goa,India,Online,UPI,53085
TX0927,E-Reader,1,6877,2024-03-31,Khushi Bakshi,Kurnool,Karnataka,India,Direct,Debit Card,6877
TX0928,Tablet,5,10063,2023-11-01,Indranil Bansal,Mira-Bhayandar,Uttar Pradesh,India,Direct,Debit Card,50315
TX0929,E-Reader,9,11329,2023-11-26,Gatik Dhillon,Ambarnath,Mizoram,India,Online,Debit Card,101961
TX0930,Tablet,1,18746,2024-01-20,Indrans Badal,Vijayanagaram,Haryana,India,Online,Debit Card,18746
TX0931,Camera,1,9661,2024-04-30,Aayush Jayaraman,Satna,Telangana,India,Direct,Cash,9661
TX0932,Desktop PC,5,8950,2024-09-12,Yakshit Jha,Dindigul,Uttarakhand,India,Online,UPI,44750
TX0933,Smartphone,8,17914,2024-09-06,Raunak Kant,Hosur,Jharkhand,India,Direct,Net Banking,143312
TX0934,Camera,4,6419,2024-09-15,Mishti Baral,New Delhi,Tripura,India,Online,Debit Card,25676
TX0935,E-Reader,8,15595,2023-11-05,Zaina Raman,Udaipur,Odisha,India,Store,Credit Card,124760
TX0936,Smartphone,8,17090,2024-08-19,Prisha Kamdar,Barasat,Uttarakhand,India,Online,Cash,136720
TX0937,Smartphone,3,9652,2024-03-10,Madhup Trivedi,Panvel,Sikkim,India,Direct,Cash,28956
TX0938,Laptop,3,19130,2024-02-21,Mehul Lalla,Bhatpara,Chhattisgarh,India,Online,Debit Card,57390
TX0939,Camera,2,5762,2023-10-07,Tarini Bhatt,Kulti,Bihar,India,Store,Net Banking,11524
TX0940,Smartphone,8,8188,2024-02-06,Misha Kapoor,Danapur,Madhya Pradesh,India,Online,Credit Card,65504
TX0941,Desktop PC,1,2564,2024-03-19,Saksham Kalla,Hosur,Tamil Nadu,India,Store,Credit Card,2564
TX0942,E-Reader,8,6268,2024-08-23,Taran Sachar,Howrah,Tamil Nadu,India,Direct,Cash,50144
TX0943,External Hard Drive,6,6177,2023-11-18,Miraya Sengupta,Miryalaguda,Haryana,India,Online,UPI,37062
TX0944,Smartphone,8,2711,2024-01-07,Zain Khosla,Bhiwani,Bihar,India,Direct,Cash,21688
TX0945,Printer,2,7956,2023-10-18,Sana Mammen,Rajahmundry,Punjab,India,Online,Credit Card,15912
TX0946,Smartphone,2,2106,2024-06-19,Hridaan Thaman,Tezpur,Gujarat,India,Online,UPI,4212
TX0947,External Hard Drive,3,2754,2024-06-14,Chirag Ramesh,Shivpuri,Maharashtra,India,Direct,Cash,8262
TX0948,Laptop,5,3627,2024-04-11,Abram Manda,Dehri,Madhya Pradesh,India,Online,Cash,18135
TX0949,Smartwatch,2,9659,2023-11-06,Shlok Shankar,Fatehpur,Chhattisgarh,India,Store,Cash,19318
TX0950,Desktop PC,5,2937,2024-09-10,Divyansh Korpal,Bulandshahr,Gujarat,India,Online,Net Banking,14685
TX0951,Laptop,6,13474,2024-02-20,Ahana  Sinha,Loni,Uttarakhand,India,Direct,Debit Card,80844
TX0952,External Hard Drive,9,6509,2023-12-13,Arhaan Shankar,Burhanpur,Tamil Nadu,India,Online,Net Banking,58581
TX0953,Smartwatch,3,6082,2024-03-31,Keya Atwal,Noida,Sikkim,India,Online,Debit Card,18246
TX0954,E-Reader,2,7484,2024-06-05,Kiaan Bhagat,Aurangabad,Manipur,India,Direct,UPI,14968
TX0955,External Hard Drive,7,10721,2024-05-03,Pihu Balan,Junagadh,Goa,India,Online,Debit Card,75047
